car,price,body,mileage,engV,engType,registration,year,model,drive
Audi,19999,vagon,160,2,Petrol,yes,2010,A4 Allroad,full
Audi,8300,sedan,186,2.5,Diesel,yes,1996,A6,front
Audi,2550,sedan,370,2.5,Diesel,no,1998,A6,front
Audi,10500,vagon,243,2.5,Diesel,yes,2003,A6,full
Audi,6700,sedan,470,2,Diesel,yes,1997,A6,front
Audi,12450,vagon,1,2,Diesel,yes,2008,A4,front
Audi,15900,hatch,160,1.4,Petrol,yes,2011,A3,front
Audi,9700,vagon,189,2.5,Diesel,yes,2003,A6,full
Audi,14500,hatch,60,1.2,Petrol,yes,2011,A1,front
Audi,11800,sedan,240,4.2,Gas,yes,2001,S8,full
Audi,95000,other,30,5.2,Petrol,yes,2010,R8,full
Audi,4000,sedan,315,2.3,Gas,yes,1991,100,front
Audi,14300,other,80,4.2,Petrol,yes,2004,A8,full
Audi,33900,sedan,58,2,Petrol,yes,2014,A5,full
Audi,98000,other,12,5.2,Petrol,yes,2012,R8,full
Audi,2800,sedan,230,2.8,Petrol,yes,1997,A8,front
Audi,12000,sedan,9,NA,Petrol,no,2015,A4,
Audi,18800,crossover,197,4.2,Petrol,yes,2007,Q7,full
Audi,13333,other,178,2,Diesel,yes,2008,A6,front
Audi,19500,crossover,186,4.2,Petrol,yes,2006,Q7,full
Audi,39800,sedan,180,4.2,Other,yes,2012,A8,full
Audi,7950,vagon,167,2.5,Diesel,yes,2000,A6,full
Audi,2300,vagon,25,2.5,Diesel,no,1999,A6,front
Audi,29800,crossover,151,3,Diesel,yes,2007,Q7,full
Audi,3800,sedan,257,2,Petrol,yes,1993,80,
Audi,2100,sedan,217,1.9,Diesel,no,1996,A4,front
Audi,4999,crossover,242,2.5,Diesel,no,2003,A6 Allroad,full
Audi,32500,crossover,108,2,Diesel,yes,2012,Q5,full
Audi,11400,crossover,250,2.5,Diesel,yes,2005,A6 Allroad,full
Audi,3800,vagon,190,2.5,Diesel,no,2002,A6,front
Audi,8000,sedan,234,4.2,Gas,no,2004,A8,full
Audi,4400,sedan,190,2.5,Diesel,no,2003,A6,front
Audi,4300,sedan,267,1.9,Diesel,no,2003,A6,front
Audi,3900,sedan,302,1.9,Diesel,no,2002,A6,front
Audi,9000,vagon,199,2.7,Petrol,yes,2003,A6 Allroad,full
Audi,3200,sedan,295,2.5,Diesel,no,2000,A6,front
Audi,3900,vagon,260,2.5,Diesel,no,2003,A6,front
Audi,10399,sedan,293,1.8,Gas,yes,2004,A4,full
Audi,39999,crossover,100,3,Diesel,yes,2011,Q7,full
Audi,18300,sedan,125,2,Diesel,yes,2009,A6,front
Audi,6900,sedan,250,2.4,Gas,yes,1999,A6,front
Audi,8800,sedan,298,2.4,Gas,yes,1999,A6,front
Audi,9999,sedan,190,3,Petrol,yes,2007,A6,full
Audi,10999,sedan,200,1.8,Petrol,yes,2006,A4,front
Audi,3100,hatch,114,1.6,Petrol,no,2001,A3,front
Audi,11300,sedan,202,2.7,Diesel,no,2008,A6,full
Audi,2500,sedan,407,2.8,Gas,no,1999,A6,front
Audi,3100,vagon,210,2.5,Diesel,no,2000,A6,front
Audi,7600,vagon,226,3,Diesel,no,2006,A6,full
Audi,3400,vagon,223,2.5,Diesel,no,2001,A6,front
Audi,5000,sedan,370,2.3,Petrol,yes,1991,100,front
Audi,22500,other,71,3.6,Petrol,yes,2007,Q7,full
Barkas,5500,van,80,NA,Petrol,yes,2015,B1000,
Bentley,85000,other,20,6,Petrol,yes,2008,Continental,full
Bentley,55555,other,45,6,Petrol,yes,2005,Continental,full
Bentley,222222,other,0,6,Petrol,yes,2015,Continental,full
Bentley,85000,other,20,6,Petrol,yes,2008,Continental,full
Bentley,259000,sedan,0,6,Petrol,yes,2014,Flying Spur,full
Bentley,85000,other,32,6,Petrol,yes,2009,Continental,full
Bentley,499999,crossover,0,6,Petrol,yes,2016,Bentayga,full
Bentley,117000,sedan,830,6,Petrol,yes,2011,Flying Spur,full
Bentley,0,crossover,1,6,Petrol,yes,2016,Bentayga,full
Bentley,85000,other,20,6,Petrol,yes,2008,Continental,full
Bentley,449999,crossover,0,6,Petrol,yes,2016,Bentayga,full
Bentley,55000,sedan,100,6,Petrol,yes,2006,Continental,full
Bentley,60000,sedan,54,6,Petrol,yes,2009,Continental,full
Bentley,547800,sedan,0,6.75,Petrol,yes,2016,Mulsanne,rear
Bentley,499999,crossover,0,6,Petrol,yes,2016,Bentayga,full
Bentley,53500,sedan,108,6,Petrol,yes,2008,Continental,full
BMW,4700,sedan,200,NA,Petrol,yes,1996,316,rear
BMW,19999,sedan,290,4.8,Petrol,yes,2006,750,rear
BMW,129222,sedan,2,5,Petrol,yes,2016,750,full
BMW,73900,sedan,57,4.4,Petrol,yes,2013,M5,rear
BMW,104999,crossover,2,3,Diesel,yes,2016,X5,full
BMW,66500,crossover,1,2,Diesel,yes,2016,X5,full
BMW,65099,crossover,0,2,Diesel,yes,2016,X5,full
BMW,23900,crossover,235,3,Diesel,yes,2007,X5,full
BMW,66200,crossover,70,3,Diesel,yes,2014,X5,full
BMW,63000,crossover,0,2,Diesel,yes,2015,X5,full
BMW,1900,sedan,300,2.5,Diesel,no,1997,5 Series,rear
BMW,39333,sedan,6,2,Petrol,yes,2016,520,
BMW,63500,crossover,1,2,Diesel,yes,2016,X5,full
BMW,59900,crossover,30,2,Diesel,yes,2016,X5,full
BMW,8500,sedan,260,2.2,Gas,yes,2001,520,rear
BMW,21000,sedan,186,3,Petrol,yes,2007,530,rear
BMW,3900,vagon,240,3,Diesel,no,2001,530,rear
BMW,0,crossover,1,3,Diesel,yes,2014,X6,full
BMW,0,crossover,0,3,Diesel,yes,2015,X6,full
BMW,2850,sedan,214,1.9,Petrol,no,2000,318,rear
BMW,6350,crossover,156,4.4,Gas,no,2002,X5,full
BMW,25500,other,163,4.8,Petrol,yes,2008,X5,full
BMW,67500,crossover,1,2,Diesel,yes,2016,X5,full
BMW,67500,crossover,1,2.5,Diesel,yes,2016,X5,full
BMW,37200,other,115,3,Diesel,yes,2011,X5,full
BMW,0,crossover,36,3,Diesel,yes,2013,X5,full
BMW,24500,crossover,170,4.8,Gas,yes,2007,X5,full
BMW,11500,sedan,193,4.4,Petrol,yes,2000,740,rear
BMW,29900,crossover,235,3,Diesel,yes,2009,X5,full
BMW,66900,crossover,70,3,Diesel,yes,2014,X5,full
BMW,104999,crossover,2,3,Diesel,yes,2016,X5,full
BMW,28000,sedan,170,2,Diesel,yes,2011,520,rear
BMW,0,crossover,8,2,Diesel,yes,2016,X5,full
BMW,30500,sedan,73,2,Petrol,yes,2013,520,rear
BMW,89999,crossover,17,4.4,Petrol,yes,2015,X6 M,full
BMW,8500,sedan,284,1.9,Gas,yes,2000,316,rear
BMW,2550,sedan,280,1.6,Petrol,no,2000,316,rear
BMW,8000,sedan,330,NA,Diesel,yes,1997,525,rear
BMW,34600,crossover,163,5,Petrol,yes,2011,X5 M,full
BMW,63500,crossover,33,3,Petrol,yes,2015,X5,full
BMW,1500,sedan,270,2.5,Diesel,no,1992,525,rear
BMW,26900,crossover,170,3,Diesel,yes,2008,X5,full
BMW,8500,other,265,2.8,Gas,yes,1998,328,rear
BMW,6400,other,220,2.5,Petrol,yes,1997,323,rear
BMW,28900,sedan,78,2,Petrol,yes,2012,528,rear
BMW,42000,sedan,5,2,Petrol,yes,2016,520,rear
BMW,75555,sedan,30,4.4,Petrol,yes,2014,550,full
BMW,42900,sedan,2,2,Petrol,yes,2016,520,rear
BMW,26999,crossover,180,4.8,Gas,yes,2008,X5,full
BMW,6500,sedan,298,2.5,Petrol,yes,1998,523,rear
BMW,2200,sedan,303,2.5,Diesel,no,1999,525,rear
BMW,3100,vagon,1,2,Diesel,no,2002,320,rear
BMW,0,crossover,5,3,Diesel,yes,2016,X6,full
BMW,0,sedan,240,2.8,Gas,yes,1997,528,rear
BMW,13700,crossover,270,4.6,Gas,yes,2004,X5,full
BMW,2900,vagon,236,2,Diesel,no,2001,320,rear
BMW,10999,sedan,225,3,Diesel,yes,2003,530,rear
BMW,6500,sedan,335,2.8,Petrol,yes,1996,528,rear
BMW,32500,crossover,152,3,Diesel,yes,2008,X5,full
BMW,15000,other,205,NA,Petrol,yes,2004,530,rear
BMW,13900,crossover,184,3,Gas,yes,2004,X5,full
BMW,11400,sedan,206,3,Petrol,yes,2003,530,rear
BMW,13500,sedan,233,3,Diesel,yes,2003,530,rear
BMW,21500,other,72,3,Petrol,yes,2007,Z4,rear
BMW,86999,crossover,0,3,Diesel,yes,2016,X6,full
BMW,2450,sedan,328,2.5,Diesel,no,1996,525,rear
BMW,17900,other,98,3,Petrol,yes,2007,Z4,rear
BMW,39600,crossover,98,3,Petrol,yes,2011,X6,full
BMW,30500,sedan,630,NA,Petrol,yes,2010,523,rear
BMW,29500,sedan,850,NA,Petrol,yes,2011,523,rear
BMW,33000,sedan,147,3,Diesel,yes,2009,730,rear
BMW,49900,other,82,3,Petrol,yes,2012,640,rear
BMW,16800,crossover,250,3,Diesel,yes,2004,X5,full
BMW,23999,crossover,194,3,Petrol,yes,2007,X5,full
BMW,1650,sedan,270,1.8,Petrol,no,1995,318,rear
BMW,3150,sedan,200,2,Diesel,no,1999,320,rear
BMW,99999,other,0,3,Petrol,yes,2016,640,full
BMW,16500,other,122,2.2,Petrol,yes,2005,520,rear
BMW,12600,sedan,219,3.6,Petrol,yes,2002,735,rear
BMW,3100,sedan,315,2.5,Diesel,no,1998,525,rear
BMW,20500,crossover,73,2,Petrol,yes,2011,X1,rear
BMW,5000,sedan,400,2.5,Petrol,yes,1991,525,rear
BMW,8200,sedan,210,3.5,Petrol,yes,1999,735,rear
BMW,37000,sedan,130,3,Petrol,yes,2011,535,full
BMW,3300,sedan,250,3,Diesel,no,2000,530,rear
BMW,14900,vagon,221,2,Diesel,yes,2008,520,rear
BMW,2550,vagon,312,2.5,Diesel,no,1999,525,rear
BMW,45000,sedan,110,NA,Other,yes,2012,535,full
BMW,26999,sedan,131,2,Diesel,yes,2011,520,rear
BMW,13300,vagon,157,2,Diesel,yes,2007,520,rear
BMW,3500,sedan,272,2,Diesel,yes,2000,320,rear
BMW,29500,crossover,189,3,Diesel,yes,2009,X5,full
BMW,39000,crossover,180,3,Diesel,yes,2011,X5,full
BMW,10700,sedan,243,3,Diesel,yes,2002,530,rear
BMW,31500,crossover,130,3,Diesel,yes,2010,X5,full
BMW,33700,crossover,134,4.4,Petrol,yes,2009,X6,full
BMW,20999,crossover,170,4.8,Petrol,yes,2008,X5,full
BMW,20500,other,114,NA,Other,yes,2008,325,
BMW,36400,crossover,80,3,Petrol,yes,2011,X5,full
BMW,22700,crossover,216,4.8,Petrol,yes,2007,X5,full
BMW,75000,crossover,16,3,Diesel,yes,2015,X6,full
BMW,3350,vagon,295,2,Diesel,no,2002,320,rear
BMW,3800,sedan,304,1.9,Gas,no,2000,318,rear
BMW,4400,sedan,260,2,Gas,yes,1990,520,rear
BMW,35500,crossover,33,2,Diesel,yes,2014,X1,full
BMW,34900,crossover,117,3,Petrol,yes,2011,X5,full
BMW,25500,sedan,148,3,Diesel,yes,2007,535,rear
BMW,2222,sedan,268,1.8,Petrol,no,1996,318,
BMW,29999,sedan,130,NA,Petrol,yes,2009,750,
BMW,41500,vagon,42,2,Petrol,yes,2012,X3,full
BMW,69500,sedan,62,4.4,Petrol,yes,2013,750,full
BMW,20900,crossover,230,3,Diesel,yes,2006,X5,full
BMW,60500,sedan,110,3,Diesel,yes,2011,740,full
BMW,22900,other,25,3,Petrol,yes,2008,325,rear
BMW,3099,sedan,230,3,Diesel,no,2003,530,rear
BMW,8300,sedan,200,4.4,Petrol,yes,2001,740,rear
BMW,2999,sedan,299,NA,Diesel,no,2000,530,rear
BMW,6100,sedan,266,3.5,Petrol,no,1997,535,rear
BMW,13900,sedan,262,4,Diesel,yes,2003,740,rear
BMW,8500,sedan,365,3,Diesel,yes,2001,530,rear
BMW,21900,other,25,2.5,Petrol,yes,2007,325,rear
BMW,6300,sedan,241,2.8,Gas,yes,1995,328,rear
BMW,24000,crossover,108,2,Diesel,yes,2012,X1,full
BMW,4500,sedan,370,4,Petrol,yes,1993,540,rear
BMW,77777,sedan,8,4.4,Petrol,yes,2014,750,full
BMW,7200,sedan,270,3,Diesel,no,2004,530,rear
BMW,38888,vagon,5,0.65,Other,yes,2015,I3,rear
BMW,6950,sedan,320,4.4,Gas,yes,1997,740,rear
BMW,7200,sedan,255,2.8,Petrol,yes,1998,328,rear
BMW,3099,sedan,320,2,Diesel,no,2000,320,rear
BMW,8899,sedan,170,2.2,Petrol,yes,2001,520,rear
BMW,34400,crossover,37,2,Diesel,yes,2013,X1,full
BMW,34500,other,160,3,Diesel,yes,2011,X5,full
BMW,14600,sedan,116,2.5,Diesel,yes,2004,525,rear
BMW,4300,sedan,200,2,Diesel,no,2002,320,rear
BMW,29000,sedan,170,2,Diesel,yes,2011,520,rear
BMW,2900,vagon,230,2,Diesel,no,2001,320,rear
BMW,10800,sedan,246,3,Diesel,yes,2003,530,rear
BMW,10900,sedan,245,3,Diesel,yes,2003,530,rear
BMW,49000,sedan,58,4.4,Other,yes,2011,750,rear
BMW,46000,sedan,5,2,Petrol,yes,2016,520,rear
BMW,37000,sedan,95,4.4,Petrol,yes,2011,750,full
BMW,47000,other,5,2,Petrol,yes,2014,Z4,rear
BMW,4550,sedan,200,2.8,Petrol,no,1997,528,rear
BMW,31800,sedan,115,3,Diesel,yes,2010,5 Series GT,rear
BMW,17100,crossover,188,3,Diesel,yes,2004,X5,full
BMW,15000,sedan,137,2.2,Petrol,yes,2004,520,rear
BMW,41000,crossover,80,3,Petrol,yes,2012,X6,full
BMW,69999,crossover,0,2.5,Diesel,yes,2016,X5,full
BMW,66666,crossover,0,2,Diesel,yes,2016,X5,full
BMW,12950,sedan,268,4,Diesel,yes,2004,740,rear
BMW,56500,crossover,45,3,Diesel,yes,2014,X6,full
BMW,52000,crossover,7,2,Diesel,yes,2015,X1,full
BMW,16300,crossover,258,4.4,Petrol,yes,2005,X5,full
BMW,17500,sedan,102,2,Petrol,yes,2011,320,rear
BMW,6100,sedan,438,2,Gas,yes,1997,320,rear
BMW,16500,crossover,230,3,Gas,yes,2004,X5,full
BMW,15000,vagon,245,3,Gas,yes,2006,530,full
BMW,19999,crossover,227,3,Diesel,yes,2006,X5,full
BMW,28500,crossover,160,4.8,Gas,yes,2008,X5,full
BMW,69999,crossover,1,2,Petrol,yes,2016,X5,full
BMW,42000,sedan,59,4.4,Petrol,yes,2009,750,rear
BMW,29999,other,73,2,Petrol,yes,2012,320,rear
BMW,4800,sedan,11,2.5,Diesel,yes,1994,325,rear
BMW,4200,sedan,277,2,Petrol,yes,1991,320,rear
BMW,10800,sedan,288,4.4,Gas,yes,2002,745,rear
BMW,7000,sedan,280,3,Petrol,yes,2001,530,rear
BMW,2250,sedan,350,2.5,Diesel,yes,1998,525,rear
BMW,3900,sedan,380,3,Gas,yes,1989,530,rear
BMW,10000,sedan,274,4.4,Gas,yes,1998,540,rear
BMW,2600,sedan,270,2,Diesel,no,1998,320,rear
BMW,4500,sedan,140,3,Diesel,no,2000,530,rear
BMW,1700,sedan,200,2,Diesel,no,2003,320,rear
BMW,50499,sedan,128,3,Diesel,yes,2013,730,full
BMW,18500,sedan,79,3,Diesel,no,2012,530,rear
BMW,3500,sedan,300,3,Diesel,no,1999,530,rear
BMW,12000,sedan,237,3,Diesel,yes,2003,530,rear
BMW,19990,sedan,1,2,Diesel,yes,2008,320,rear
BMW,3500,sedan,185,2,Diesel,no,2002,320,rear
BMW,9700,sedan,267,2,Diesel,yes,2002,320,rear
BMW,2500,sedan,290,2,Diesel,no,1999,320,front
BMW,7500,sedan,275,2,Gas,yes,1998,520,rear
BMW,4000,sedan,380,2,Petrol,yes,1991,320,rear
BMW,27900,sedan,170,3,Petrol,yes,2011,530,rear
BMW,17900,sedan,69,2,Petrol,yes,2008,320,rear
BMW,2500,sedan,242,3,Diesel,no,2001,530,rear
BMW,12900,sedan,121,2,Petrol,yes,2007,318,rear
BMW,27500,sedan,100,2,Petrol,yes,2012,520,rear
BMW,2899,sedan,260,2,Diesel,no,2000,320,rear
BMW,15500,sedan,216,2,Diesel,yes,2008,320,rear
BMW,13700,sedan,276,3,Diesel,yes,2004,530,rear
BMW,9800,sedan,350,3,Diesel,yes,2001,530,rear
BMW,7000,sedan,286,2.8,Petrol,yes,2001,520,rear
BMW,7000,other,226,2.5,Petrol,yes,1999,525,rear
BMW,2999,sedan,210,2,Other,no,1999,320,rear
BMW,6900,sedan,280,2,Gas,yes,2000,320,rear
BMW,8200,sedan,241,2,Petrol,yes,1998,320,rear
BMW,32500,vagon,65,2,Petrol,yes,2014,328,rear
BMW,19990,other,164,NA,Gas,yes,2004,645,
BMW,47900,crossover,178,4,Diesel,yes,2012,X5,
BMW,3500,sedan,334,2,Diesel,no,1999,320,rear
BMW,17500,vagon,125,3,Diesel,yes,2006,530,full
BMW,58000,crossover,64,2,Diesel,yes,2015,X5,full
BMW,0,crossover,0,3,Diesel,yes,2016,X5,full
BMW,4000,sedan,230,2,Diesel,no,2003,320,rear
BMW,69999,crossover,71,4.4,Petrol,yes,2011,X5 M,full
BMW,12900,vagon,260,3,Diesel,yes,2004,330,rear
BMW,77777,crossover,1,3,Diesel,yes,2014,X6,full
BMW,17000,vagon,158,2,Diesel,yes,2010,320,rear
BMW,13700,sedan,254,3,Diesel,yes,2003,530,front
BMW,15300,sedan,250,2.5,Petrol,yes,2006,525,rear
BMW,29500,sedan,230,3,Diesel,yes,2011,530,rear
BMW,16999,vagon,213,3,Diesel,yes,2007,530,full
BMW,11900,sedan,160,2.5,Petrol,yes,2005,525,rear
BMW,6800,crossover,242,99.99,Diesel,no,2005,X3,
BMW,13500,crossover,250,3,Diesel,no,2006,X5,full
BMW,3200,sedan,237,2.5,Petrol,yes,1990,525,rear
BMW,29900,crossover,182,3,Petrol,yes,2008,X6,full
BMW,8999,sedan,221,4.5,Petrol,yes,2002,745,rear
BMW,9400,sedan,221,4.4,Gas,yes,2004,745,rear
BMW,51900,crossover,106,3,Diesel,yes,2012,X6,full
BMW,6500,sedan,300,2.8,Gas,yes,1997,528,rear
BMW,18000,sedan,245,2.5,Petrol,yes,2007,523,rear
BMW,86999,crossover,0,3,Diesel,yes,2016,X6,full
BMW,62000,crossover,1,2,Diesel,yes,2016,X5,full
BMW,8200,sedan,250,4.4,Petrol,yes,1997,540,
BMW,2900,sedan,225,2.5,Petrol,no,1997,523,rear
BMW,67500,crossover,1,2,Diesel,yes,2016,X5,full
BMW,2800,sedan,296,3,Diesel,no,2001,730,rear
BMW,26900,sedan,158,5,Petrol,yes,2007,M5,rear
BMW,8900,sedan,256,2.2,Petrol,yes,2002,5 Series,
BMW,4999,sedan,256,2.5,Diesel,no,2001,525,rear
BMW,16700,sedan,150,2,Diesel,yes,2008,520,rear
BMW,81000,sedan,23,4.4,Petrol,yes,2014,M5,rear
BMW,9500,crossover,110,3,Diesel,no,2008,X6,
BMW,13000,sedan,304,4.4,Other,yes,2002,745,
BMW,13999,sedan,265,3,Diesel,yes,2005,730,rear
BMW,8990,other,300,2.2,Petrol,yes,2002,320,rear
BMW,2500,sedan,44,2.5,Diesel,no,1997,525,rear
BMW,3300,sedan,360,2.5,Petrol,yes,1992,525,rear
BMW,5700,sedan,252,2.5,Diesel,yes,1997,525,rear
BMW,0,sedan,259,3,Diesel,yes,2001,330,rear
BMW,4700,sedan,333,3,Petrol,yes,1994,730,rear
BMW,36900,sedan,17,2,Petrol,yes,2013,520,rear
BMW,7000,sedan,227,3,Diesel,no,2004,730,rear
BMW,4599,sedan,267,2,Gas,yes,1991,520,rear
BMW,8200,sedan,368,3,Diesel,yes,2000,730,rear
BMW,32500,other,86,3,Petrol,yes,2010,5 Series GT,rear
BMW,8900,sedan,250,2.5,Diesel,yes,2001,525,rear
BMW,27800,sedan,170,2,Diesel,yes,2011,520,rear
BMW,10999,sedan,150,2,Gas,yes,2003,320,rear
BMW,24700,vagon,142,2,Diesel,yes,2012,520,rear
BMW,31000,sedan,100,2,Petrol,yes,2012,520,rear
BMW,21600,crossover,200,4.8,Other,yes,2007,X5,full
BMW,14200,sedan,263,3,Petrol,yes,2004,530,rear
BMW,30500,hatch,110,4.4,Petrol,yes,2008,X6,full
BMW,18400,crossover,256,3,Diesel,yes,2006,X5,full
BMW,85555,sedan,10,3,Diesel,yes,2015,640,full
BMW,1950,sedan,162,1.6,Petrol,no,1995,316,rear
BMW,32000,crossover,52,3,Petrol,yes,2012,X5,full
BMW,12799,sedan,181,2.2,Gas,yes,2004,520,rear
BMW,44999,crossover,87,3,Diesel,yes,2011,X6,full
BMW,15500,sedan,89,2,Diesel,no,2012,520,rear
BMW,3500,vagon,280,3,Diesel,no,2001,330,full
BMW,38000,sedan,74,2,Diesel,yes,2014,520,rear
BMW,34900,crossover,35,3,Petrol,yes,2011,X3,full
BMW,6500,sedan,1,3.5,Petrol,yes,1999,535,rear
BMW,25800,crossover,205,3,Diesel,yes,2008,X5,full
BMW,57000,crossover,47,3,Diesel,yes,2014,X6,full
BMW,39999,sedan,45,3,Petrol,yes,2011,535,full
BMW,77500,crossover,1,3,Petrol,yes,2016,X6,full
BMW,25500,crossover,130,3,Gas,yes,2007,X5,full
BMW,34500,crossover,85,3,Petrol,yes,2010,X5,full
BMW,31111,sedan,117,4.4,Petrol,yes,2010,750,full
BMW,13000,sedan,165,2.2,Gas,yes,2003,520,rear
BMW,7500,sedan,425,NA,Gas,yes,1996,535,rear
BMW,37900,crossover,97,3,Diesel,yes,2010,X6,full
BMW,26000,crossover,270,4.8,Petrol,yes,2008,X5,full
BMW,35500,sedan,67,3,Petrol,yes,2011,535,rear
BMW,0,crossover,200,3,Diesel,yes,2009,X5,full
BMW,37000,crossover,186,5,Petrol,yes,2008,X6,full
BMW,3000,sedan,190,2,Petrol,no,2000,520,rear
BMW,1750,vagon,200,2,Petrol,no,2000,520,rear
BMW,75555,sedan,30,4.4,Petrol,yes,2014,M5,full
BMW,12000,crossover,218,3,Diesel,no,2006,X5,full
BMW,6500,sedan,311,2,Gas,yes,1998,520,rear
BMW,0,crossover,1,3,Diesel,yes,2016,X6,full
BMW,36300,crossover,83,3.5,Petrol,yes,2010,X6,full
BMW,25800,sedan,203,2,Diesel,yes,2010,520,rear
BMW,5900,vagon,220,2.8,Petrol,yes,1995,520,rear
BMW,7200,sedan,448,3,Petrol,yes,1996,730,rear
BMW,4100,hatch,160,1.6,Petrol,yes,2004,1 Series,
BMW,29900,sedan,175,2,Diesel,yes,2011,520,rear
BMW,12900,sedan,200,2.5,Petrol,yes,2006,523,rear
BMW,8200,sedan,287,2.5,Gas,yes,1999,525,rear
BMW,39500,vagon,93,2,Diesel,yes,2012,525,full
BMW,16500,sedan,150,2.5,Petrol,yes,2005,325,
BMW,2750,vagon,254,2.8,Gas,no,1997,528,rear
BMW,6000,sedan,300,2.8,Petrol,yes,1996,528,rear
BMW,49000,vagon,56,5,Petrol,yes,2007,M5,rear
BMW,6800,sedan,4,2.8,Gas,yes,1995,528,rear
BMW,6300,sedan,330,2.5,Petrol,yes,1999,525,rear
BMW,4700,sedan,390,2.5,Petrol,yes,1991,525,rear
BMW,37500,other,45,2,Petrol,yes,2013,520,rear
BMW,6500,vagon,377,2,Gas,yes,1998,520,rear
BMW,3900,sedan,340,2.5,Diesel,no,2000,525,rear
BMW,35500,sedan,235,3,Diesel,yes,2010,730,rear
BMW,7900,sedan,260,3.5,Petrol,yes,1997,535,rear
BMW,9999,sedan,200,1.8,Petrol,yes,2004,318,rear
BMW,4600,sedan,280,3,Other,no,1999,730,rear
BMW,4500,sedan,307,2.5,Petrol,yes,1994,525,rear
BMW,28700,sedan,160,3,Petrol,yes,2011,528,rear
BMW,3700,sedan,231,2.5,Petrol,yes,1990,525,rear
BMW,2990,other,203,2,Petrol,no,2001,318,rear
BMW,1550,sedan,300,NA,Gas,no,1994,316,rear
BMW,77500,crossover,1,3,Petrol,yes,2016,X6,
BMW,56500,crossover,1,2,Diesel,yes,2016,X5,
BMW,8900,other,253,1.8,Petrol,yes,1995,318,rear
BMW,28700,other,160,3,Petrol,yes,2011,528,rear
BMW,21000,other,130,2.5,Petrol,yes,2006,325,full
BMW,34500,other,160,3,Diesel,yes,2010,X5,full
BMW,12300,sedan,140,2,Petrol,yes,2005,318,rear
BMW,57777,other,40,4,Diesel,yes,2012,X6,
BMW,38000,crossover,223,3,Diesel,yes,2011,535,full
BMW,7400,sedan,290,3,Petrol,yes,2000,330,rear
BMW,8800,sedan,287,3,Petrol,yes,2001,530,rear
BMW,4500,sedan,300,3,Diesel,yes,2000,330,rear
BMW,0,crossover,5,4.4,Petrol,yes,2015,X5 M,full
BMW,4999,sedan,327,3,Diesel,no,2001,730,rear
BMW,8999,sedan,250,1.9,Petrol,yes,2001,316,rear
BMW,47500,sedan,0,2,Diesel,yes,2016,320,full
BMW,48535.5,crossover,0,2,Diesel,yes,2016,X3,full
BMW,43163.25,crossover,0,2,Diesel,yes,2016,X1,full
BMW,43719,crossover,0,2,Petrol,yes,2016,X3,full
BMW,64500,crossover,1,2,Diesel,yes,2016,X5,full
BMW,8000,sedan,194,2,Petrol,yes,1985,520,rear
BMW,8900,sedan,294,2.2,Gas,yes,2000,520,rear
BMW,7300,sedan,350,NA,Petrol,yes,1997,520,rear
BMW,2250,sedan,300,2.5,Petrol,no,1997,523,rear
BMW,0,other,35,3,Petrol,yes,2008,630,rear
BMW,13900,other,80,3,Petrol,yes,2002,330,rear
BMW,65000,crossover,0,2.5,Diesel,yes,2016,X5,full
BMW,3650,sedan,300,2,Petrol,yes,1990,520,rear
BMW,53999,sedan,80,2.99,Diesel,yes,2012,550,full
BMW,3800,sedan,100,1.8,Petrol,yes,1992,318,rear
BMW,27800,crossover,140,3,Diesel,yes,2009,X5,full
BMW,34900,crossover,65,2,Petrol,yes,2013,X3,full
BMW,4500,vagon,360,2,Petrol,yes,1993,520,rear
BMW,28000,other,100,5,Petrol,yes,2005,M5,
BMW,32500,sedan,148,3,Petrol,yes,2011,535,rear
BMW,3500,sedan,280,NA,Petrol,no,1996,730,rear
BMW,17500,crossover,210,3,Diesel,yes,2005,X5,
BMW,85900,crossover,19,3,Diesel,yes,2015,X6,full
BMW,5000,other,300,1.8,Petrol,yes,1994,318,rear
BMW,12090,hatch,145,1.6,Petrol,yes,2010,116,rear
BMW,26500,sedan,70,3,Petrol,yes,2008,330,rear
BMW,139000,crossover,0,4.4,Petrol,yes,2016,X6 M,full
BMW,23500,crossover,74,2,Petrol,yes,2010,X1,rear
BMW,0,crossover,4,4.4,Petrol,yes,2016,X5 M,full
BMW,24500,crossover,195,4.8,Petrol,yes,2007,X5,full
BMW,66500,crossover,0,2,Other,yes,2016,X5,full
BMW,27900,crossover,140,3,Diesel,yes,2009,X5,full
BMW,2700,sedan,220,2.5,Petrol,no,2002,525,rear
BMW,8100,sedan,246,3,Diesel,yes,2000,530,rear
BMW,23900,crossover,60,2,Petrol,yes,2013,X1,rear
BMW,34900,crossover,110,4.4,Petrol,yes,2010,X6,full
BMW,44000,crossover,80,3,Diesel,yes,2012,X5,full
BMW,60500,crossover,1,2,Diesel,yes,2016,X5,full
BMW,8900,sedan,250,2.5,Petrol,yes,2000,525,rear
BMW,45000,sedan,29,2,Diesel,yes,2016,520,rear
BMW,25000,crossover,130,3,Diesel,yes,2012,X5,full
BMW,45500,other,26,2,Diesel,yes,2015,520,rear
BMW,9500,sedan,400,3.5,Gas,yes,1999,735,rear
BMW,14990,sedan,135,2.5,Petrol,yes,2005,525,full
BMW,0,crossover,15,4.39,Petrol,yes,2015,X5 M,full
BMW,14000,crossover,164,3,Diesel,no,2006,X5,full
