Area Type, Area, Area Name, Standard Occupational Code, Occupational Title, Employment,Mean Wage, Median Wage, Entry Wage, Experienced Wage                                                                                                                                                                                                                                             
1,36,New York State, 47-2141," Painters, Construction and Maintenance",13660,52050,46300,26040,65050
10,9,Southern Tier Region, 25-1126," Philosophy and Religion Teachers, Postsecondary",n/a,110630,83540,44970,143460
10,6,Mohawk Valley Region, 29-1122, Occupational Therapists,260,73370,70710,49330,85390
10,3,Finger Lakes Region, 29-1031, Dietitians and Nutritionists,320,59690,57410,43360,67850
10,9,Southern Tier Region, 25-4031, Library Technicians,300,41600,43430,26030,49390
10,10,Western New York Region, 13-1151, Training and Development Specialists,1570,58190,55760,35440,69570
1,36,New York State, 49-2022,"Telecommunications Equipment Installers and Repairers, Except Line Installers",12480,68810,72430,39890,83260
10,10,Western New York Region, 27-4021, Photographers,100,43220,35150,25070,52300
10,3,Finger Lakes Region, 41-3031,"Securities, Commodities, and Financial Services Sales Agents",710,74110,46620,35260,93540
10,7,New York City Region, 27-3031, Public Relations Specialists,18130,77180,66550,39430,96060
10,1,Capital Region, 13-1020,Buyers and Purchasing Agents,1350,64130,60700,41720,75340
1,36,New York State, 41-3031,"Securities, Commodities, and Financial Services Sales Agents",61270,167920,145760,60310,221720
10,5,Long Island Region, 29-2034, Radiologic Technologists,2090,75650,75570,62450,82240
10,1,Capital Region, 11-3111, Compensation and Benefits Managers,130,113770,102200,79330,130990
10,4,Hudson Valley Region, 25-9011,Audio-Visual and Multimedia Collections Specialists,n/a,78960,74330,51430,92730
1,36,New York State, 49-3093, Tire Repairers and Changers,2860,28990,27590,21980,32500
10,5,Long Island Region, 29-1171, Nurse Practitioners,1990,117460,119760,98770,126810
10,10,Western New York Region, 13-1075, Labor Relations Specialists,670,79920,80930,50970,94390
10,9,Southern Tier Region, 49-3041, Farm Equipment Mechanics and Service Technicians,50,38960,36860,27530,44680
1,36,New York State, 49-9069,"Precision Instrument and Equipment Repairers, All Other",420,49710,50170,28840,60150
10,4,Hudson Valley Region, 33-0000,Protective Service Occupations,33640,59990,53800,29030,75470
10,2,Central New York Region, 43-4199," Information and Record Clerks, All Other",230,43510,43030,34400,48070
1,36,New York State, 29-1171, Nurse Practitioners,13450,119030,116810,87580,134750
10,2,Central New York Region, 21-1018,"Substance abuse, behavioral disorder, and mental health counselors¿(OES-specific code and title)",650,42550,40390,31790,47930
10,6,Mohawk Valley Region, 17-2199," Engineers, All Other",n/a,103410,99060,61450,124390
1,36,New York State, 43-5011, Cargo and Freight Agents,6900,44520,41630,26650,53450
1,36,New York State, 43-4151, Order Clerks,6240,35320,32760,23190,41380
10,9,Southern Tier Region, 53-0000,Transportation and Material Moving Occupations,16010,36110,32050,22990,42680
1,36,New York State, 25-1081," Education Teachers, Postsecondary",5750,84690,71990,43290,105390
10,1,Capital Region, 39-4021, Funeral Attendants,90,30880,31360,25330,33650
10,9,Southern Tier Region, 11-9111, Medical and Health Services Managers,480,98440,81760,54530,120400
10,10,Western New York Region, 15-1134, Web Developers,450,62630,58760,38410,74740
10,10,Western New York Region, 11-3011, Administrative Services Managers,750,109280,99100,72150,127850
10,7,New York City Region, 39-0000,Personal Care and Service Occupations,188270,33070,25800,24960,38340
10,5,Long Island Region, 35-2021, Food Preparation Workers,9050,28380,26750,22880,31580
10,10,Western New York Region, 49-9063, Musical Instrument Repairers and Tuners,n/a,44380,46900,33580,49780
10,9,Southern Tier Region, 47-4011, Construction and Building Inspectors,240,52170,50540,38830,58840
1,36,New York State, 11-9051,Food Service Managers,7800,73660,69760,48210,86390
10,8,North Country Region, 35-1011, Chefs and Head Cooks,160,48440,46880,33300,56010
10,1,Capital Region, 35-3041," Food Servers, Nonrestaurant",1130,24780,23060,21632,26460
10,1,Capital Region, 53-3021," Bus Drivers, Transit and Intercity",n/a,36480,36130,21632,44040
1,36,New York State, 25-1021," Computer Science Teachers, Postsecondary",3050,102490,85330,49200,129120
10,1,Capital Region, 29-2061, Licensed Practical and Licensed Vocational Nurses,3400,42370,42380,34570,46270
1,36,New York State, 15-1151, Computer User Support Specialists,43800,59260,55230,38100,69850
10,1,Capital Region, 53-3031, Driver/Sales Workers,1240,31660,27670,21632,36720
10,1,Capital Region, 39-5012," Hairdressers, Hairstylists, and Cosmetologists",980,30300,23500,21632,34990
10,2,Central New York Region, 29-1062, Family and General Practitioners,80,212220,198650,129560,253540
10,9,Southern Tier Region, 51-4012,"Computer Numerically Controlled Machine Tool Programmers, Metal and Plastic",60,62600,62390,42360,72720
10,2,Central New York Region, 29-2057, Ophthalmic Medical Technicians,210,36480,35730,28160,40640
1,36,New York State, 19-3093, Historians,460,33340,29310,27220,36410
10,8,North Country Region, 25-1194," Vocational Education Teachers, Postsecondary",140,57380,55870,44060,64040
10,4,Hudson Valley Region, 51-9198, Helpers--Production Workers,590,28910,26040,21810,32460
10,1,Capital Region, 25-1042," Biological Science Teachers, Postsecondary",300,95770,86780,52920,117200
10,2,Central New York Region, 49-9071," Maintenance and Repair Workers, General",3510,40180,38400,26150,47200
10,2,Central New York Region, 45-4022, Logging Equipment Operators,n/a,47050,46000,35610,52770
10,8,North Country Region, 51-4021,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",n/a,43490,44970,33400,48540
10,3,Finger Lakes Region, 13-1161,Market Research Analysts and Marketing Specialists,2450,68750,61280,37630,84310
10,1,Capital Region, 00-0000,"Total, All Occupations",525090,52840,41600,24720,66900
10,7,New York City Region, 39-5093, Shampooers,900,24960,24960,24960,25740
10,1,Capital Region, 33-9021, Private Detectives and Investigators,80,53620,52740,38800,61030
1,36,New York State, 19-0000,"Life, Physical, and Social Science Occupations",66490,76730,67580,40030,95080
10,1,Capital Region, 17-3025, Environmental Engineering Technicians,60,50480,48460,31760,59840
10,10,Western New York Region, 27-3031, Public Relations Specialists,630,54980,52330,34240,65350
10,5,Long Island Region, 29-1131, Veterinarians,750,142710,125870,80750,173680
10,4,Hudson Valley Region, 47-2221, Structural Iron and Steel Workers,1170,87910,93050,59900,101910
1,36,New York State, 39-5091," Makeup Artists, Theatrical and Performance",690,80210,73570,39780,100430
10,9,Southern Tier Region, 49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,450,43490,42180,30670,49910
10,3,Finger Lakes Region, 19-2032, Materials Scientists,n/a,127040,133270,95770,142680
10,1,Capital Region, 29-1122, Occupational Therapists,560,72720,70810,53070,82540
10,6,Mohawk Valley Region, 23-2093," Title Examiners, Abstractors, and Searchers",n/a,46050,49350,31130,53520
10,7,New York City Region, 27-3091, Interpreters and Translators,1660,74730,69470,49930,87120
10,3,Finger Lakes Region, 35-2021, Food Preparation Workers,3320,25210,23610,21660,26980
10,4,Hudson Valley Region, 51-5113, Print Binding and Finishing Workers,n/a,30840,22060,21632,35900
10,5,Long Island Region, 25-1042," Biological Science Teachers, Postsecondary",400,93610,80720,49230,115810
10,3,Finger Lakes Region, 41-3099," Sales Representatives, Services, All Other",3430,61510,53120,31630,76450
10,5,Long Island Region, 21-1094, Community Health Workers,530,47000,40530,25770,57620
10,7,New York City Region, 43-4081," Hotel, Motel, and Resort Desk Clerks",4700,41660,38220,24960,50680
10,10,Western New York Region, 11-2031, Public Relations and Fundraising Managers,180,119470,96820,68180,145110
10,7,New York City Region, 49-2092," Electric Motor, Power Tool, and Related Repairers",n/a,65640,66950,54940,70990
10,4,Hudson Valley Region, 41-9022, Real Estate Sales Agents,n/a,145370,114010,47950,194080
1,36,New York State, 51-9151,Photographic Process Workers and Processing Machine Operators,1490,42590,36020,24250,51750
10,10,Western New York Region, 43-1011,First-Line Supervisors of Office and Administrative Support Workers,7610,58100,55850,37070,68620
10,7,New York City Region, 13-2052, Personal Financial Advisors,21620,182930,162660,78250,235270
10,3,Finger Lakes Region, 49-3031,Bus and Truck Mechanics and Diesel Engine Specialists,870,46520,45340,34150,52700
10,4,Hudson Valley Region, 43-9041, Insurance Claims and Policy Processing Clerks,860,53240,49100,34520,62600
10,3,Finger Lakes Region, 47-2151, Pipelayers,n/a,47800,46730,37980,52710
10,8,North Country Region, 51-9061,"Inspectors, Testers, Sorters, Samplers, and Weighers",500,40980,39150,27930,47510
10,10,Western New York Region, 43-9081, Proofreaders and Copy Markers,n/a,44210,44220,28790,51910
10,10,Western New York Region, 43-5041," Meter Readers, Utilities",120,35550,28550,23210,41720
10,6,Mohawk Valley Region, 00-0000,"Total, All Occupations",193190,45400,35510,22870,56660
10,6,Mohawk Valley Region, 43-4031," Court, Municipal, and License Clerks",220,41550,36950,26190,49230
10,3,Finger Lakes Region, 51-9192,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",n/a,31690,32440,24740,35160
10,4,Hudson Valley Region, 51-9141, Semiconductor Processors,n/a,53980,53520,38260,61840
10,2,Central New York Region, 35-9099,"Food Preparation and Serving Related Workers, All Other",290,22900,22740,21760,23460
10,10,Western New York Region, 51-3011, Bakers,880,28180,25370,22500,31020
10,9,Southern Tier Region, 29-1161, Nurse Midwives,n/a,96610,91710,76480,106670
10,3,Finger Lakes Region, 31-9094, Medical Transcriptionists,230,36260,36400,31680,38540
10,1,Capital Region, 51-9083, Ophthalmic Laboratory Technicians,110,43800,44750,32040,49680
10,1,Capital Region, 35-3031, Waiters and Waitresses,8400,28970,24790,21632,32660
10,6,Mohawk Valley Region, 49-9043," Maintenance Workers, Machinery",80,40190,40740,31020,44780
10,4,Hudson Valley Region, 27-1029," Designers, All Other",n/a,43690,43430,25560,52750
10,9,Southern Tier Region, 15-1131, Computer Programmers,550,92080,90730,59360,108430
10,10,Western New York Region, 27-2023," Umpires, Referees, and Other Sports Officials",n/a,51160,39680,22230,65620
10,3,Finger Lakes Region, 53-6099," Transportation Workers, All Other",90,26300,25200,22990,27960
10,10,Western New York Region, 43-5021, Couriers and Messengers,280,30320,28760,22910,34020
10,7,New York City Region, 43-5032," Dispatchers, Except Police, Fire, and Ambulance",6770,54150,44070,25450,68510
10,10,Western New York Region, 13-2011, Accountants and Auditors,4970,73320,65870,45920,87020
10,5,Long Island Region, 11-0000,Management Occupations,58210,148640,129450,74800,185560
10,6,Mohawk Valley Region, 49-3041, Farm Equipment Mechanics and Service Technicians,80,40710,42150,33070,44530
1,36,New York State, 51-2091, Fiberglass Laminators and Fabricators,270,40130,39830,27110,46630
10,10,Western New York Region, 39-9099," Personal Care and Service Workers, All Other",120,25550,24310,21632,27840
10,4,Hudson Valley Region, 49-2022,"Telecommunications Equipment Installers and Repairers, Except Line Installers",1180,74600,81820,45770,89010
10,4,Hudson Valley Region, 25-2022,"Middle School Teachers, Except Special and Career/Technical Education",6950,95750,94360,65250,111000
10,6,Mohawk Valley Region, 39-5012," Hairdressers, Hairstylists, and Cosmetologists",460,27580,23120,21632,30840
10,6,Mohawk Valley Region, 51-4034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",n/a,40820,39190,32010,45220
10,1,Capital Region, 53-6051, Transportation Inspectors,70,84710,77550,53980,100080
10,4,Hudson Valley Region, 25-1123,"English Language and Literature Teachers, Postsecondary",810,94210,81060,50390,116120
10,9,Southern Tier Region, 25-4011, Archivists,n/a,71160,69700,50550,81470
10,9,Southern Tier Region, 43-5041," Meter Readers, Utilities",n/a,60710,61760,54820,63660
10,7,New York City Region, 43-9011, Computer Operators,1810,46920,49000,27380,56690
10,5,Long Island Region, 51-5111, Prepress Technician and Workers,410,49130,48440,33870,56760
10,5,Long Island Region, 41-3099," Sales Representatives, Services, All Other",10620,74260,61350,37490,92640
10,10,Western New York Region, 29-1065," Pediatricians, General",170,104560,52380,46970,133360
10,5,Long Island Region, 51-9081, Dental Laboratory Technicians,470,55090,50090,29710,67780
10,10,Western New York Region, 51-9123," Painting, Coating, and Decorating Workers",60,33920,32970,27660,37050
10,4,Hudson Valley Region, 21-1022, Healthcare Social Workers,1650,66260,64040,49840,74460
1,36,New York State, 43-5031," Police, Fire, and Ambulance Dispatchers",4070,47680,46050,33760,54640
10,1,Capital Region, 29-1071, Physician Assistants,780,106690,109600,82140,118960
10,7,New York City Region, 21-1029,"Social Workers, All Other",2560,68000,66120,51050,76480
10,8,North Country Region, 27-3041, Editors,60,42510,38630,32520,47500
10,7,New York City Region, 11-2021, Marketing Managers,11970,208560,192370,127360,249160
10,3,Finger Lakes Region, 51-5113, Print Binding and Finishing Workers,220,33340,31780,24990,37520
10,3,Finger Lakes Region, 17-3027, Mechanical Engineering Technicians,210,58830,56100,43350,66580
10,10,Western New York Region, 49-2096,"Electronic Equipment Installers and Repairers, Motor Vehicles",110,35260,29820,22930,41430
10,8,North Country Region, 33-9099," Protective Service Workers, All Other",390,28210,25000,21632,31570
10,5,Long Island Region, 29-1011, Chiropractors,510,116040,92360,73250,137430
10,7,New York City Region, 19-1012, Food Scientists and Technologists,n/a,63050,61670,51040,69060
10,1,Capital Region, 25-2023,"Career/Technical  Education Teachers, Middle School",80,74680,69870,37550,93240
1,36,New York State, 39-3021, Motion Picture Projectionists,n/a,46470,35600,24070,57670
10,2,Central New York Region, 11-9131,Postmasters and Mail Superintendents,60,77100,75630,66390,82460
10,4,Hudson Valley Region, 23-1021,"Administrative Law Judges, Adjudicators, and Hearing Officers",n/a,112000,97560,82840,126570
10,10,Western New York Region, 29-1161, Nurse Midwives,60,107470,107260,91830,115290
10,10,Western New York Region, 43-3071, Tellers,2010,29780,28840,22910,33220
10,6,Mohawk Valley Region, 29-1051, Pharmacists,630,137360,133550,96730,157680
10,1,Capital Region, 51-4081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",180,37110,35200,27670,41830
10,1,Capital Region, 51-4121," Welders, Cutters, Solderers, and Brazers",710,49610,48170,35360,56730
10,4,Hudson Valley Region, 15-1152, Computer Network Support Specialists,n/a,78280,74920,49180,92830
10,10,Western New York Region, 25-2052,"Special Education Teachers, Kindergarten and Elementary School",1390,61250,57150,42330,70710
10,7,New York City Region, 43-5011, Cargo and Freight Agents,4350,42930,40100,24960,52290
10,8,North Country Region, 43-9061," Office Clerks, General",2730,31920,30730,22590,36590
1,36,New York State, 53-1048,,19950,64040,61480,38840,76640
10,4,Hudson Valley Region, 27-1023, Floral Designers,360,26410,24950,22990,28130
10,10,Western New York Region, 25-1032," Engineering Teachers, Postsecondary",300,101080,97660,64020,119610
10,3,Finger Lakes Region, 35-2015," Cooks, Short Order",510,24090,21632,21632,25690
10,4,Hudson Valley Region, 11-2011, Advertising and Promotions Managers,n/a,161280,156160,97810,193020
1,36,New York State, 25-4021, Librarians,12360,68530,64620,47620,78990
10,10,Western New York Region, 51-1011,First-Line Supervisors of Production and Operating Workers,3500,65520,63150,42420,77060
10,7,New York City Region, 17-3031, Surveying and Mapping Technicians,n/a,56500,48830,38070,65710
10,7,New York City Region, 11-9121, Natural Sciences Managers,710,160080,128640,84650,197790
10,7,New York City Region, 19-4099,"Life, Physical, and Social Science Technicians, All Other",2860,55000,52960,33020,65980
10,1,Capital Region, 49-9011, Mechanical Door Repairers,70,49060,47290,36230,55480
10,1,Capital Region, 41-2021, Counter and Rental Clerks,1130,31150,28300,22630,35410
10,3,Finger Lakes Region, 23-2011, Paralegals and Legal Assistants,1220,47520,46060,29780,56390
10,8,North Country Region, 15-1134, Web Developers,50,45640,44120,30250,53330
10,8,North Country Region, 25-1054," Physics Teachers, Postsecondary",30,95870,90880,55430,116090
10,7,New York City Region, 39-9021, Personal Care Aides,81280,25640,24960,24960,26930
10,1,Capital Region, 25-1125," History Teachers, Postsecondary",210,71170,63550,45460,84030
10,9,Southern Tier Region, 43-9061," Office Clerks, General",4470,31190,28630,21990,35800
1,36,New York State, 25-1193,"Recreation and Fitness Studies Teachers, Postsecondary",1310,80280,64530,43520,98660
1,36,New York State, 45-2011, Agricultural Inspectors,320,62680,64570,42520,72770
10,8,North Country Region, 13-1075, Labor Relations Specialists,50,91090,82470,55990,108640
10,2,Central New York Region, 19-4021, Biological Technicians,n/a,39930,41580,28690,45540
10,9,Southern Tier Region, 00-0000,"Total, All Occupations",260520,49460,38280,23470,62460
10,2,Central New York Region, 25-1054," Physics Teachers, Postsecondary",80,97060,82990,53910,118640
10,4,Hudson Valley Region, 27-3031, Public Relations Specialists,1050,67650,61240,33910,84510
10,7,New York City Region, 51-4023,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",n/a,32300,34680,24960,36420
10,8,North Country Region, 33-9093, Transportation Security Screeners,60,39490,38140,33770,42350
10,4,Hudson Valley Region, 43-9081, Proofreaders and Copy Markers,n/a,44310,45880,35490,48720
10,8,North Country Region, 51-9032,"Cutting and Slicing Machine Setters, Operators, and Tenders",80,41750,41780,34500,45380
1,36,New York State, 47-4051, Highway Maintenance Workers,15070,45650,44720,33170,51900
10,9,Southern Tier Region, 39-4021, Funeral Attendants,n/a,25630,26810,21632,28050
10,9,Southern Tier Region, 47-2152," Plumbers, Pipefitters, and Steamfitters",430,52830,50380,34620,61940
10,4,Hudson Valley Region, 43-6013, Medical Secretaries,1000,41600,39730,32780,46010
1,36,New York State, 51-0000,Production Occupations,328410,40900,35680,23740,49470
1,36,New York State, 19-2099," Physical Scientists, All Other",960,99440,95870,64150,117080
10,10,Western New York Region, 27-3011, Radio and Television Announcers,120,62620,43300,24880,81500
10,7,New York City Region, 25-1123,"English Language and Literature Teachers, Postsecondary",3640,104580,93520,52740,130500
10,3,Finger Lakes Region, 19-2042,"Geoscientists, Except Hydrologists and Geographers",n/a,86160,87970,63300,97590
10,10,Western New York Region, 21-2099," Religious Workers, All Other",n/a,38540,37310,23670,45980
10,2,Central New York Region, 27-4012, Broadcast Technicians,70,42590,34780,27030,50360
10,1,Capital Region, 35-2011," Cooks, Fast Food",n/a,23550,22660,21632,24740
10,6,Mohawk Valley Region, 25-1062,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",50,85760,81760,57610,99830
1,36,New York State, 53-3041, Taxi Drivers and Chauffeurs,16230,35610,29900,22510,42160
10,5,Long Island Region, 25-1123,"English Language and Literature Teachers, Postsecondary",620,76390,71940,48000,90590
10,2,Central New York Region, 23-0000,Legal Occupations,2270,86780,72340,42620,108870
10,8,North Country Region, 15-1131, Computer Programmers,80,67870,65030,49450,77080
10,6,Mohawk Valley Region, 19-2041,"Environmental Scientists and Specialists, Including Health",60,77080,63250,42690,94270
10,10,Western New York Region, 47-3014,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",n/a,24110,23150,22900,24710
1,36,New York State, 43-9061," Office Clerks, General",187360,34660,32540,22300,40840
10,1,Capital Region, 21-1012,"Educational, Guidance, School, and Vocational Counselors",1280,68140,64360,43290,80560
10,9,Southern Tier Region, 51-5111, Prepress Technician and Workers,70,38950,37460,29070,43890
10,6,Mohawk Valley Region, 17-1011," Architects, Except Landscape and Naval",n/a,84900,82190,56670,99010
10,4,Hudson Valley Region, 11-9021, Construction Managers,1420,138220,137200,77610,168530
10,5,Long Island Region, 13-2072, Loan Officers,1860,109840,85410,44430,142550
1,36,New York State, 51-9051,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",440,43780,44830,30130,50600
1,36,New York State, 47-3012,Helpers--Carpenters,1120,31610,29270,22390,36220
10,1,Capital Region, 53-2011," Airline Pilots, Copilots, and Flight Engineers",n/a,83810,98170,40310,105560
10,7,New York City Region, 47-3015,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",1660,44540,40710,31620,51010
10,1,Capital Region, 43-5061," Production, Planning, and Expediting Clerks",1730,47790,44230,30570,56400
10,8,North Country Region, 39-3091, Amusement and Recreation Attendants,220,23960,22910,21632,25430
10,2,Central New York Region, 47-2141," Painters, Construction and Maintenance",510,38920,34530,26340,45220
10,1,Capital Region, 15-1151, Computer User Support Specialists,2600,52350,50140,33750,61660
10,6,Mohawk Valley Region, 47-2081, Drywall and Ceiling Tile Installers,n/a,47230,40250,32650,54530
10,8,North Country Region, 35-0000,Food Preparation and Serving Related Occupations,14850,25890,22770,21632,28360
10,9,Southern Tier Region, 19-4091,"Environmental Science and Protection Technicians, Including Health",n/a,39300,33750,25700,46100
10,7,New York City Region, 43-0000,Office and Administrative Support Occupations,667930,47540,42560,26720,57950
1,36,New York State, 47-2081, Drywall and Ceiling Tile Installers,3720,60460,48460,33140,74120
10,1,Capital Region, 45-4023, Log Graders and Scalers,n/a,48000,53860,30990,56510
10,10,Western New York Region, 25-1111,"Criminal Justice and Law Enforcement Teachers, Postsecondary",160,65700,61210,38580,79260
10,1,Capital Region, 11-3061, Purchasing Managers,440,101060,92510,59700,121750
10,7,New York City Region, 29-2033, Nuclear Medicine Technologists,450,90190,88560,69880,100340
10,3,Finger Lakes Region, 29-2051, Dietetic Technicians,110,30600,24960,21632,35290
10,2,Central New York Region, 47-2061, Construction Laborers,2370,44380,39650,30190,51470
10,7,New York City Region, 49-3011, Aircraft Mechanics and Service Technicians,1950,69290,68580,49320,79270
10,4,Hudson Valley Region, 51-9123," Painting, Coating, and Decorating Workers",n/a,42720,38820,31440,48360
10,3,Finger Lakes Region, 39-4021, Funeral Attendants,n/a,29740,29940,24730,32250
10,7,New York City Region, 29-1126, Respiratory Therapists,2080,83070,82370,73000,88100
10,8,North Country Region, 19-3093, Historians,60,28930,28590,25640,30570
10,2,Central New York Region, 15-1199," Computer Occupations, All Other",140,84540,77680,61650,95990
10,2,Central New York Region, 27-4021, Photographers,60,51020,40600,31860,60610
10,8,North Country Region, 49-3042," Mobile Heavy Equipment Mechanics, Except Engines",120,47940,47930,37890,52970
1,36,New York State, 49-3041, Farm Equipment Mechanics and Service Technicians,620,41370,40720,30250,46920
10,2,Central New York Region, 41-0000,Sales and Related Occupations,34790,41110,26750,21810,50760
1,36,New York State, 13-1161,Market Research Analysts and Marketing Specialists,59110,79530,73270,45480,96550
1,36,New York State, 43-4071, File Clerks,8160,33750,30900,22690,39280
10,6,Mohawk Valley Region, 49-9041, Industrial Machinery Mechanics,460,45500,44270,31610,52440
1,36,New York State, 19-3041, Sociologists,310,74170,67910,39300,91610
10,6,Mohawk Valley Region, 43-3051, Payroll and Timekeeping Clerks,230,43960,39950,31100,50390
10,8,North Country Region, 13-2041, Credit Analysts,n/a,108860,82790,56080,135250
10,3,Finger Lakes Region, 13-2099," Financial Specialists, All Other",50,55530,52740,30280,68160
10,3,Finger Lakes Region, 51-4021,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",200,39580,38200,31470,43630
10,2,Central New York Region, 25-2023,"Career/Technical  Education Teachers, Middle School",140,72340,70260,58600,79210
10,5,Long Island Region, 11-1021, General and Operations Managers,24490,147830,121800,67150,188170
10,5,Long Island Region, 43-5032," Dispatchers, Except Police, Fire, and Ambulance",1540,47340,42660,32060,54980
10,1,Capital Region, 17-2121, Marine Engineers and Naval Architects,n/a,94100,80730,68640,106840
10,4,Hudson Valley Region, 19-3031," Clinical, Counseling, and School Psychologists",1850,93030,88680,62630,108230
1,36,New York State, 39-5092, Manicurists and Pedicurists,18370,23280,21632,21632,24520
10,7,New York City Region, 51-5112, Printing Press Operators,2740,48150,46620,28010,58210
10,7,New York City Region, 47-2211, Sheet Metal Workers,3900,77050,70550,40070,95540
10,4,Hudson Valley Region, 11-3121, Human Resources Managers,610,161500,152640,80910,201800
10,1,Capital Region, 27-1014, Multimedia Artists and Animators,n/a,80860,64660,52480,95060
10,5,Long Island Region, 51-4193,"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic",170,38560,36650,28450,43610
10,4,Hudson Valley Region, 39-9011, Childcare Workers,5320,28000,26050,22020,30990
10,7,New York City Region, 35-2014," Cooks, Restaurant",34170,30500,27550,24960,34800
10,2,Central New York Region, 35-3022,"Counter Attendants, Cafeteria, Food Concession, and Coffee Shop",940,23720,22750,21632,24960
10,10,Western New York Region, 47-2042," Floor Layers, Except Carpet, Wood, and Hard Tiles",90,42470,40540,22800,52300
10,1,Capital Region, 43-9051,"Mail Clerks and Mail Machine Operators, Except Postal Service",510,34750,35160,24990,39640
1,36,New York State, 13-2052, Personal Financial Advisors,28000,169530,146470,65640,221470
10,5,Long Island Region, 43-4041," Credit Authorizers, Checkers, and Clerks",310,47670,46340,35490,53770
10,10,Western New York Region, 43-9022, Word Processors and Typists,1740,38440,37370,28630,43350
10,9,Southern Tier Region, 31-1014, Nursing Assistants,3130,30120,29490,24050,33150
10,9,Southern Tier Region, 25-2012," Kindergarten Teachers, Except Special Education",370,68490,61550,46800,79330
10,7,New York City Region, 51-2098,"Assemblers and fabricators, all other, including team assemblers¿(OES-specific code and title)",7070,32410,28760,24960,37550
10,4,Hudson Valley Region, 21-2099," Religious Workers, All Other",n/a,40760,35040,21632,50570
10,5,Long Island Region, 43-4161,"Human Resources Assistants, Except Payroll and Timekeeping",1360,46710,44710,30300,54920
10,8,North Country Region, 11-2021, Marketing Managers,40,133910,134910,74450,163640
10,8,North Country Region, 35-9021, Dishwashers,880,22520,21632,21632,23390
10,10,Western New York Region, 25-9011,Audio-Visual and Multimedia Collections Specialists,50,52650,47470,33250,62350
1,36,New York State, 25-3011,Adult Basic and Secondary Education and Literacy Teachers and Instructors,4680,73210,70000,43730,87950
10,3,Finger Lakes Region, 13-2071, Credit Counselors,140,52080,47430,35640,60300
10,7,New York City Region, 27-3011, Radio and Television Announcers,860,99520,61760,26630,135970
10,8,North Country Region, 37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",3390,29760,28090,22380,33450
10,9,Southern Tier Region, 17-1012, Landscape Architects,n/a,86910,81520,48840,105940
10,5,Long Island Region, 37-2011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",26190,35960,32060,22880,42610
10,8,North Country Region, 43-5071," Shipping, Receiving, and Traffic Clerks",460,34540,33250,24590,39520
10,2,Central New York Region, 31-2011, Occupational Therapy Assistants,50,47430,46870,35770,53260
10,9,Southern Tier Region, 23-1023," Judges, Magistrate Judges, and Magistrates",270,153780,155040,141810,159770
10,5,Long Island Region, 21-1091, Health Educators,380,45340,35770,26170,54920
10,3,Finger Lakes Region, 47-4090,Miscellaneous Construction and Related Workers,n/a,48410,45330,28570,58340
1,36,New York State, 19-2031, Chemists,3780,87060,77700,52390,104390
10,2,Central New York Region, 31-9093, Medical Equipment Preparers,70,36520,34490,28570,40490
10,9,Southern Tier Region, 21-1094, Community Health Workers,150,37840,35440,26120,43700
10,7,New York City Region, 43-1011,First-Line Supervisors of Office and Administrative Support Workers,53950,77420,71420,47800,92230
10,4,Hudson Valley Region, 35-2011," Cooks, Fast Food",500,25530,25180,21632,27870
10,3,Finger Lakes Region, 45-2011, Agricultural Inspectors,n/a,66470,68230,48360,75530
10,8,North Country Region, 29-1041, Optometrists,20,105810,97910,80950,118240
10,4,Hudson Valley Region, 41-9099," Sales and Related Workers, All Other",390,39990,34740,25030,47470
10,5,Long Island Region, 15-0000,Computer and Mathematical Occupations,25810,89590,82790,51000,108890
10,9,Southern Tier Region, 13-1141,"Compensation, Benefits, and Job Analysis Specialists",160,66250,61160,44360,77190
1,36,New York State, 33-1011, First-Line Supervisors of Correctional Officers,3970,89570,89230,71270,98730
1,36,New York State, 31-9092, Medical Assistants,25140,37250,36420,28530,41620
10,4,Hudson Valley Region, 23-1012, Judicial Law Clerks,n/a,124650,138490,84590,144680
1,36,New York State, 51-4012,"Computer Numerically Controlled Machine Tool Programmers, Metal and Plastic",980,56110,54230,40000,64170
1,36,New York State, 51-4051, Metal-Refining Furnace Operators and Tenders,610,46020,47230,38290,49890
10,8,North Country Region, 51-3093, Food Cooking Machine Operators and Tenders,80,40310,43730,28870,46030
10,1,Capital Region, 15-1111, Computer and Information Research Scientists,100,108330,99700,88270,118360
10,3,Finger Lakes Region, 11-1031, Legislators,810,93630,93880,85980,97460
10,5,Long Island Region, 51-7021, Furniture Finishers,290,37380,31790,28230,41950
